domain,scenario_id,split,attack_type,retrieved_doc_ids,selected_forbidden_doc_ids,missed_expected_doc_ids,leakage,leakage_rate,utility_recall,safe_context_recall,over_filter_rate,rank_of_first_forbidden_before,rank_of_first_forbidden_after,forbidden_rank_delta,safe_forbidden_margin_before,safe_forbidden_margin_after,margin_improvement,tradeoff_score,case_type,comparison_note
banking strategy,hn_00_00,near_duplicate_public_internal,direct_negative,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_00_near_duplicate_safe_doc|hn_00_00_safe_public_doc,False,0.0,0.0,0.0,1.0,7.0,36.0,29.0,0.03058908989310949,0.22196502570038934,0.19137593580727985,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,direct_negative,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_00_near_duplicate_safe_doc|hn_00_00_safe_public_doc,False,0.0,0.0,0.0,1.0,7.0,36.0,29.0,0.03058908989310949,0.22196502570038934,0.19137593580727985,-0.5,gamma_hurts_utility,Gamma reduced utility relative to gamma=0.
banking strategy,hn_00_00,near_duplicate_public_internal,direct_negative,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_00_stale_or_obsolete_doc,hn_00_00_stale_or_obsolete_doc,hn_00_00_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06377550919069952,0.18621293518089316,0.12243742599019364,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_00,near_duplicate_public_internal,direct_negative,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_00_stale_or_obsolete_doc,hn_00_00_stale_or_obsolete_doc,hn_00_00_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.06377550919069952,0.18621293518089316,0.12243742599019364,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,contrastive_attack,hn_00_06_safe_public_doc|hn_00_01_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_00_near_duplicate_safe_doc|hn_00_00_safe_public_doc,False,0.0,0.0,0.0,1.0,7.0,20.0,13.0,0.04341323278232656,0.2347891685896064,0.19137593580727985,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,contrastive_attack,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_05_near_duplicate_safe_doc,,hn_00_00_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.0856806486310755,0.20811807462126913,0.12243742599019364,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_00,near_duplicate_public_internal,indirect_attack,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_00_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,7.0,14.0,7.0,0.06757697516552608,0.2589529109728059,0.19137593580727985,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,indirect_attack,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_01_safe_public_doc,,hn_00_00_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,8.0,4.0,0.054875930963919184,0.28200385305157166,0.22712792208765248,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,indirect_attack,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_00_stale_or_obsolete_doc,hn_00_00_stale_or_obsolete_doc,hn_00_00_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07354568732317823,0.19598311331337187,0.12243742599019364,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_00,near_duplicate_public_internal,indirect_attack,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_00_stale_or_obsolete_doc,hn_00_00_stale_or_obsolete_doc,hn_00_00_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07354568732317823,0.19598311331337187,0.12243742599019364,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,codeword_attack,hn_00_06_safe_public_doc|hn_00_01_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_00_near_duplicate_safe_doc|hn_00_00_safe_public_doc,False,0.0,0.0,0.0,1.0,10.0,25.0,15.0,0.061709128667348456,0.2530850644746283,0.19137593580727985,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_00,near_duplicate_public_internal,codeword_attack,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_05_near_duplicate_safe_doc,,hn_00_00_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,4.0,1.0,0.08356984172159432,0.2060072677117879,0.12243742599019358,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_01_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.05142084886035969,0.25649913214273246,0.20507828328237276,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_hurts_utility,Gamma reduced utility relative to gamma=0.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_01_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.05142084886035969,0.25649913214273246,0.20507828328237276,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_hurts_utility,Gamma reduced utility relative to gamma=0.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_01_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.05142084886035969,0.25649913214273246,0.20507828328237276,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_hurts_utility,Gamma reduced utility relative to gamma=0.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_01_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.05142084886035969,0.25649913214273246,0.20507828328237276,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_01,stale_vs_current,stale_policy_confusion,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_01_near_duplicate_safe_doc|hn_00_01_safe_public_doc,False,0.0,0.0,0.0,1.0,5.0,41.0,36.0,0.024339849937499713,0.26835255191793284,0.24401270198043312,-0.5,gamma_hurts_utility,Gamma reduced utility relative to gamma=0.
banking strategy,hn_00_02,forbidden_attribute_overlap,direct_negative,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.05674473741941122,0.268462389409397,0.21171765198998577,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_02,forbidden_attribute_overlap,direct_negative,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.05674473741941122,0.268462389409397,0.21171765198998577,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,contrastive_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07996237946331741,0.2916800314533032,0.21171765198998577,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_02,forbidden_attribute_overlap,contrastive_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07996237946331741,0.2916800314533032,0.21171765198998577,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,indirect_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_07_stale_or_obsolete_doc,,hn_00_02_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,4.0,0.0,0.09208668724304625,0.3291975621287829,0.23711087488573662,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,indirect_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_02_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,8.0,6.0,-2.0,0.12328792243929909,0.4587947132515476,0.3355067908122485,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,indirect_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_07_stale_or_obsolete_doc,,hn_00_02_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,4.0,0.0,0.08984497284897819,0.35234907063046605,0.26250409778148787,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,indirect_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.0943284016371082,0.306046053627094,0.21171765198998577,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_02,forbidden_attribute_overlap,indirect_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.0943284016371082,0.306046053627094,0.21171765198998577,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,codeword_attack,hn_00_02_safe_public_doc|hn_00_07_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_02_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,11.0,9.0,-2.0,0.10952987788617174,0.44503666869842023,0.3355067908122485,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_02,forbidden_attribute_overlap,codeword_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.10513459667468505,0.3168522486646708,0.21171765198998577,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_02,forbidden_attribute_overlap,codeword_attack,hn_00_07_safe_public_doc|hn_00_02_safe_public_doc|hn_00_02_stale_or_obsolete_doc,hn_00_02_stale_or_obsolete_doc,hn_00_02_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.10513459667468505,0.3168522486646708,0.21171765198998577,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_08_safe_public_doc|hn_00_03_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,10.0,24.0,14.0,0.10059827914906139,0.2554102664097988,0.15481198726073742,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_03_safe_public_doc|hn_00_08_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,13.0,10.0,0.10023905101693242,0.21970473517997224,0.11946568416303982,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_08_safe_public_doc|hn_00_03_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,10.0,24.0,14.0,0.10059827914906139,0.2554102664097988,0.15481198726073742,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_03_safe_public_doc|hn_00_08_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,13.0,10.0,0.10023905101693242,0.21970473517997224,0.11946568416303982,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_08_safe_public_doc|hn_00_03_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,10.0,24.0,14.0,0.10059827914906139,0.2554102664097988,0.15481198726073742,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_03_safe_public_doc|hn_00_08_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,13.0,10.0,0.10023905101693242,0.21970473517997224,0.11946568416303982,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_08_safe_public_doc|hn_00_03_safe_public_doc|hn_00_06_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,10.0,24.0,14.0,0.10059827914906139,0.2554102664097988,0.15481198726073742,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_03,codeword_attribute,codeword_attack,hn_00_03_safe_public_doc|hn_00_08_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_03_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,13.0,10.0,0.10023905101693242,0.21970473517997224,0.11946568416303982,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_04,overbroad_forget_set,indirect_attack,hn_00_09_safe_public_doc|hn_00_04_safe_public_doc|hn_00_09_stale_or_obsolete_doc,,hn_00_04_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,4.0,0.0,0.07326166293440062,0.1757433847653218,0.10248172183092119,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_04,overbroad_forget_set,indirect_attack,hn_00_04_safe_public_doc|hn_00_09_safe_public_doc|hn_00_09_stale_or_obsolete_doc,,hn_00_04_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,4.0,0.0,0.09963540788870429,0.242559202265635,0.1429237943769307,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_04,overbroad_forget_set,indirect_attack,hn_00_09_safe_public_doc|hn_00_04_safe_public_doc|hn_00_09_forbidden_internal_doc,,hn_00_04_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,5.0,1.0,0.058039274428294374,0.17328838723653345,0.11524911280823907,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_04,overbroad_forget_set,indirect_attack,hn_00_09_safe_public_doc|hn_00_04_safe_public_doc|hn_00_09_stale_or_obsolete_doc,,hn_00_04_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,4.0,0.0,0.08848405144050642,0.17819838229410778,0.08971433085360137,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_04,overbroad_forget_set,codeword_attack,hn_00_04_safe_public_doc|hn_00_09_safe_public_doc|hn_00_04_stale_or_obsolete_doc,hn_00_04_stale_or_obsolete_doc,hn_00_04_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07341568162906664,0.21633947600599734,0.1429237943769307,-0.75,goodforget_fails,GoodForget gamma=1.0 still selected forbidden evidence.
banking strategy,hn_00_04,overbroad_forget_set,codeword_attack,hn_00_04_safe_public_doc|hn_00_09_safe_public_doc|hn_00_04_stale_or_obsolete_doc,hn_00_04_stale_or_obsolete_doc,hn_00_04_near_duplicate_safe_doc,True,1.0,0.5,0.5,0.5,3.0,3.0,0.0,0.07341568162906664,0.21633947600599734,0.1429237943769307,-0.75,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.037071874820270856,0.18800774400510434,0.15093586918483348,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_07_safe_public_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,8.0,30.0,22.0,0.04233685380725816,0.28066557907657735,0.2383287252693192,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.023087496968786203,0.16762973598150332,0.14454223901271712,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.037071874820270856,0.18800774400510434,0.15093586918483348,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_07_safe_public_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,8.0,30.0,22.0,0.04233685380725816,0.28066557907657735,0.2383287252693192,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.023087496968786203,0.16762973598150332,0.14454223901271712,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.037071874820270856,0.18800774400510434,0.15093586918483348,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_07_safe_public_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,8.0,30.0,22.0,0.04233685380725816,0.28066557907657735,0.2383287252693192,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.023087496968786203,0.16762973598150332,0.14454223901271712,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.037071874820270856,0.18800774400510434,0.15093586918483348,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_00_safe_public_doc|hn_00_05_safe_public_doc|hn_00_07_safe_public_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,8.0,30.0,22.0,0.04233685380725816,0.28066557907657735,0.2383287252693192,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_05,incomplete_forget_set,incomplete_forget,hn_00_05_safe_public_doc|hn_00_00_safe_public_doc|hn_00_00_forbidden_internal_doc,,hn_00_05_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,5.0,2.0,0.023087496968786203,0.16762973598150332,0.14454223901271712,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_06,near_duplicate_public_internal,direct_negative,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_07_safe_public_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,5.0,28.0,23.0,0.02414860978414668,0.29940748066831546,0.2752588708841688,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_06,near_duplicate_public_internal,direct_negative,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_01_forbidden_internal_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.0645585001267881,0.23784796047145174,0.17328946034466364,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_06,near_duplicate_public_internal,contrastive_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,5.0,22.0,17.0,0.027425830532829543,0.3026847014169983,0.2752588708841688,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_06,near_duplicate_public_internal,contrastive_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_01_forbidden_internal_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,3.0,6.0,3.0,0.08647423810658883,0.25976369845125247,0.17328946034466364,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
banking strategy,hn_00_06,near_duplicate_public_internal,indirect_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_09_safe_public_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,14.0,10.0,0.08773331912405502,0.31406775632781503,0.22633443720376,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_06,near_duplicate_public_internal,indirect_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_05_safe_public_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,10.0,19.0,9.0,0.09852716374897141,0.3737860346331402,0.2752588708841688,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_06,near_duplicate_public_internal,indirect_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_04_safe_public_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,7.0,14.0,7.0,0.08459669336977049,0.359980476638104,0.2753837832683335,0.25,gamma_no_effect,Gamma did not change leakage or margin in this case.
banking strategy,hn_00_06,near_duplicate_public_internal,indirect_attack,hn_00_01_safe_public_doc|hn_00_06_safe_public_doc|hn_00_01_forbidden_internal_doc,,hn_00_06_near_duplicate_safe_doc,False,0.0,0.5,0.5,0.5,4.0,6.0,2.0,0.09086994487833888,0.2641594052230025,0.17328946034466364,0.25,goodforget_helps,GoodForget gamma=1.0 leaked less than Positive-only.
